Romance,98,3.42713338078
Romance,4628,3.2369563725
Romance,250,3.4704563754
Romance,3530,3.11762322128
Romance,4749,3.16051611883
Romance,3021,2.47631043417
Romance,4192,2.78372182345
Romance,2530,3.63202768336
Romance,932,3.74202985171
Romance,5380,2.92106866244
Romance,2884,3.67901287829
Romance,3273,3.10128737171
Romance,217,3.0911189824
Romance,5012,2.97791852567
Romance,4419,3.03798986397
Romance,5828,2.76570708858
Romance,311,3.57774812961
Romance,2292,2.51496055391
Romance,4068,4.04203636595
Romance,1664,2.79452119784
Romance,1406,3.16643418574
Romance,572,2.72171599862
Romance,3222,3.28540209605
Romance,4398,3.35423716399
Romance,4393,3.40973397704
Romance,5533,3.37405962944
Romance,3291,3.28808917108
Romance,1993,3.09739546131
Romance,2061,3.6190897415
Romance,5725,3.58291616475
Romance,1351,3.30143148105
Romance,2111,3.13648764828
Romance,665,3.20355313348
Romance,2584,3.2114342963
Romance,761,4.12233470728
Romance,4332,3.42064201276
Romance,5168,3.74948055276
Romance,6038,3.38615066859
Romance,1452,3.72572766433
Romance,708,3.3736034378
Romance,703,3.39480644367
Romance,5314,2.91105098908
Romance,5145,2.97360129804
Romance,3376,2.67941552348
Romance,2673,3.7400123534
Romance,2037,3.21609804956
Romance,2696,3.36905089592
Romance,160,3.007396916
Romance,2160,3.20756402291
Romance,4775,3.32626443685
Romance,2714,2.9123893158
Romance,5258,3.84883608283
Romance,2133,2.99753325579
Romance,2759,2.95665328986
Romance,5216,2.94612553013
Romance,5215,3.55098370378
Romance,5027,3.0285654571
Romance,3969,3.30072895684
Romance,3633,3.91121487182
Romance,4463,3.43124417494
Romance,947,2.36182575616
Romance,2128,3.14943121666
Romance,3407,2.44827665461
Romance,2819,3.55729505667
Romance,4244,3.42110378669
Romance,5525,3.67123154825
Romance,341,3.86143231438
Romance,4383,3.28095612847
Romance,4527,3.35945233578
Romance,4525,3.17497916958
Romance,421,3.89718315517
Romance,3787,3.39113690824
Romance,4991,3.09234280698
Romance,2488,3.59206482605
Romance,4178,3.46320977966
Romance,5904,2.98101571111
Romance,4365,2.51150937408
Romance,2381,2.74062967666
Romance,1844,3.08292484908
Romance,1493,3.17929767991
Romance,4547,2.32960049974
Romance,3552,2.99190458662
Romance,5309,3.33001219694
Romance,3883,2.57907060552
Romance,2930,2.74143613185
Romance,5159,2.77042181324
Romance,2686,2.64990578363
Romance,94,3.56242812751
Romance,1549,3.07998031515
Romance,5052,3.8161155314
Romance,5863,3.3800485725
Romance,5804,3.12579495957
Romance,4880,3.5493200317
Romance,3642,2.05529782088
Romance,3068,2.9421673211
Romance,1305,3.42356330247
Romance,1307,3.68006333735
Romance,653,3.81441198619
Romance,4230,3.50050339714
Romance,318,3.52520916395
Romance,317,3.0878880487
Romance,4065,3.49113699186
Romance,951,3.82439642606
Romance,3388,3.08587703847
Romance,833,3.50347517405
