4,3468,5,978294008
4,1210,3,978293924
4,2951,4,978294282
4,1214,4,978294260
4,1036,4,978294282
4,260,5,978294199
4,2028,5,978294230
4,480,4,978294008
4,1196,2,978294199
4,1198,5,978294199
4,1954,5,978294282
4,1097,4,978293964
4,3418,4,978294260
4,3702,4,978294260
4,2366,4,978294230
4,1387,5,978294199
4,3527,1,978294008
4,1201,5,978294230
4,2692,5,978294230
4,2947,5,978294230
4,1240,5,978294260
89,3868,1,993956351
89,3869,1,993956351
89,1193,5,977683596
89,733,5,977683838
89,920,5,977683596
89,2431,5,977683675
89,1704,4,993955777
89,3173,4,977683505
89,3408,4,993955764
89,3265,4,993956322
89,1961,4,977683623
89,370,1,993956351
89,2791,1,993955973
89,2792,1,993955973
89,527,5,993955959
89,3740,3,993963368
89,2947,5,977683792
89,1136,1,977683744
89,1218,4,993956335
89,2028,4,977683540
89,1080,1,977683744
94,3933,3,977628482
94,1321,3,977628700
94,1258,3,977628669
94,1261,4,977628700
94,3018,5,977628700
94,1349,3,977628700
94,2085,3,977628455
94,908,4,977628455
94,2288,5,977628669
94,2377,5,977628669
94,2455,4,977628669
94,2716,4,977628669
94,1961,4,977628482
94,3576,4,977628669
94,1994,2,977628669
94,2003,5,977628700
94,1130,4,977628669
94,3837,3,977628700
94,551,5,977628502
94,3917,4,977628669
94,2118,4,977628669
98,648,4,977619500
98,1250,5,977619349
98,593,3,977619797
98,2302,3,977618950
98,2241,3,977619554
98,920,5,977619248
98,1562,3,977619248
98,3244,3,977618854
98,3507,4,977619376
98,2657,1,977619456
98,318,5,977619823
98,3578,5,977619376
98,296,4,977619823
98,2791,5,977619432
98,1129,4,977619477
98,1997,2,977619349
98,527,5,977619797
98,3821,4,977619640
98,1210,3,977618854
98,2028,5,977618907
158,1252,5,977243417
158,1262,5,977243282
158,1267,4,977243417
158,1284,4,977243197
158,912,4,977242756
158,922,3,977243197
158,923,3,977243197
158,926,3,977243417
158,858,5,977243417
158,943,4,977242756
158,111,5,977243417
158,1812,5,977243417
158,3435,4,977243104
158,2717,2,977242756
158,239,4,977243104
158,3713,5,977242930
158,376,5,977242756
158,1998,2,977242756
158,1204,4,977243417
158,73,4,977243197
158,2019,4,977243197
158,2973,4,977243197
160,648,2,977219958
160,3793,3,977219844
160,3798,3,1016381272
160,1282,4,977219812
160,1286,5,977219988
160,2160,3,977219844
160,1387,3,977219711
160,1396,4,977219711
160,1544,3,977220010
160,3185,3,1016380953
160,3408,4,1016380849
160,3510,3,1016380849
160,260,4,977219710
160,2858,4,977219812
160,2791,3,977219844
160,3598,4,1016380918
160,1210,3,977219674
160,480,4,977219922
160,3916,5,1016380849
160,1097,3,977219644
197,1259,5,977004238
197,1197,5,977003742
197,593,4,977004030
197,1270,2,977003715
197,3897,3,977004002
197,1370,2,977003650
197,2324,5,977004098
197,1393,3,977004480
197,3147,4,977004284
197,2272,4,977003680
197,3160,4,977004257
197,318,5,977003951
197,3538,5,977028998
197,265,5,977004334
197,3481,4,977004785
197,412,2,977004480
197,2858,5,977029046
197,1060,4,977004178
197,1222,4,977004146
197,480,3,977003680
197,1090,3,977004414
197,1246,5,977004310
213,588,5,976900243
213,1,5,976900243
213,1265,3,976900243
213,3114,5,976900243
213,2321,4,976900356
213,920,4,976900016
213,852,4,976900356
213,1608,5,976900016
213,2355,5,976900209
213,2431,5,976900426
213,3253,3,976900356
213,1580,4,976900398
213,110,5,976900045
213,2622,4,976900379
213,1680,4,976900497
213,224,5,976900356
213,260,4,976900058
213,11,4,976900320
213,34,3,976900264
213,1042,4,976900283
213,440,4,976900426
213,1210,4,976900034
217,648,3,976856598
217,1250,3,976856488
217,2134,2,976856386
217,1197,5,976856308
217,2302,4,976856730
217,1617,3,976856297
217,2542,5,976856442
217,3354,2,976856619
217,3484,1,976856619
217,2763,5,976856632
217,356,4,976856328
217,1101,5,976856419
217,2918,5,976856407
217,3578,4,976856586
217,2858,4,976856488
217,50,5,976856431
217,3745,5,976856619
217,1210,3,976856287
217,480,3,976856503
217,1097,3,976856267
226,1186,3,976830774
226,1196,3,976830668
226,920,3,976830460
226,3072,4,976830393
226,2527,3,976830460
226,1739,2,976830393
226,3432,3,976830460
226,3361,5,976830668
226,3438,2,976830393
226,2716,4,976830792
226,2739,4,976830818
226,1953,2,976830393
226,1960,2,976830668
226,1968,4,976830685
226,1036,4,976830752
226,2791,5,976830774
226,1079,4,976830717
226,1220,3,976830717
226,1225,5,976830752
226,1307,5,976830792
226,1246,5,976830818
250,1249,4,976724358
250,648,4,976724438
250,762,3,976724227
250,1466,4,976724418
250,1544,4,976724500
250,3078,3,976724253
250,3286,2,976724460
250,3510,5,976724382
250,3452,4,976724609
250,356,4,976724273
250,1976,3,976724516
250,2858,3,976724332
250,2791,5,976724358
250,2792,3,976724477
250,1129,5,976724418
250,2948,5,976724332
250,464,3,976724273
250,1214,4,976724227
250,480,4,976724382
250,1097,3,976724253
277,589,4,976587285
277,1265,4,976587150
277,1197,4,976586820
277,593,4,976586986
277,1704,4,976586950
277,2291,3,976587244
277,3248,2,976586986
277,3175,3,976587310
277,1580,4,976587310
277,2396,4,976587166
277,2628,4,976587285
277,2571,5,976587285
277,17,4,976587244
277,25,2,976587244
277,2762,5,976586831
277,1961,4,976586866
277,356,4,976587150
277,2916,3,976587285
277,293,4,976587150
277,380,3,976587244
277,1210,4,976586950
277,480,4,976587310
311,648,5,976477126
311,1196,4,1008979300
311,1198,5,1008979300
311,1291,4,976477011
311,1544,2,976477104
311,3156,4,976476973
311,1704,5,976476940
311,1721,4,976476710
311,260,5,1008979300
311,3623,4,976477126
311,2762,4,976476733
311,1968,5,976476733
311,296,4,976477163
311,527,4,976476752
311,457,3,1008979320
311,1210,5,976476710
311,2965,1,976477071
311,480,5,976477104
311,2115,5,976477011
311,1246,5,976476909
315,1193,5,976465623
315,1269,5,976465823
315,1196,4,976465584
315,903,5,976465823
315,904,5,976465795
315,920,3,976465561
315,924,4,976465795
315,2414,5,976465873
315,1544,2,976465958
315,950,4,976465854
315,951,4,976466008
315,2467,5,976465854
315,3500,1,976465604
315,3555,3,976465945
315,277,5,976466110
315,1964,2,976465854
315,2948,5,976465945
315,3751,3,976466008
315,3753,4,976465693
315,1212,3,976465823
315,1086,4,976465854
315,480,4,976465541
317,1252,5,976461431
317,1193,4,976460903
317,1269,4,976461509
317,1196,4,976461250
317,595,3,976460903
317,1294,4,976461454
317,912,5,976461542
317,3421,2,976461395
317,2804,3,976461304
