1,1.6,1.36,1,0.971
2,0.36,3.32,1,0.641
3,2.2,3.41,1,0.904
4,2.45,4.32,1,0.749
5,3.75,1.1,1,0.944
6,2.56,2.67,1,0.914
7,4.38,0.07,1,0.642
8,2.04,3.25,1,0.926
9,2.27,1.42,1,0.665
10,0.23,0.04,1,0.677
11,4.68,3.38,1,0.916
12,3.77,0.94,1,0.947
13,0.48,1.37,1,0.787
14,1.97,2.45,1,0.733
15,0.87,3.77,1,0.909
16,0.85,3.86,1,0.872
17,2.53,3.52,1,0.911
18,4.05,3.16,1,0.846
19,2.13,1.77,1,0.801
20,0.12,4.23,1,0.763
21,0.91,0.3,1,0.926
22,4.87,1.99,1,0.772
23,1.5,1.6,1,0.753
24,0.88,3.67,1,0.95
25,0.97,0.5,1,0.886
26,3.71,0.15,1,0.791
27,2.5,4.83,1,0.659
28,4.9,1.89,1,0.904
29,3.56,2.76,1,0.764
30,1.6,3.79,1,0.978
31,0.45,2.11,1,0.868
32,4.51,4.79,1,0.909
33,4.59,4.94,1,0.758
34,2.51,4.33,1,0.863
35,2.93,4.66,1,0.981
36,3.65,4.35,1,0.698
37,2.74,3.13,1,0.64
38,4.17,1.63,1,0.928
39,2.54,2.96,1,0.904
40,4.46,0.87,1,0.717
41,4.72,4.69,1,0.946
42,0.5,3.0,1,0.76
43,3.92,0.38,1,0.951
44,0.74,0.62,1,0.976
45,4.45,1.26,1,0.972
46,0.2,0.87,1,0.263
47,1.55,0.1,1,0.687
48,1.53,2.63,1,0.764
49,1.62,1.33,1,0.862
50,3.31,3.18,1,0.775
51,4.78,4.31,1,0.853
52,3.52,1.86,1,0.676
53,0.2,0.55,1,0.82
54,3.96,0.27,1,0.862
55,0.99,3.18,1,0.929
56,2.16,2.32,1,0.979
57,0.9,3.14,1,0.718
58,4.73,4.38,1,0.717
59,0.28,4.66,1,0.894
60,1.03,1.66,1,0.632
61,0.93,1.65,1,0.834
62,2.19,0.82,1,0.775
63,4.81,0.55,1,0.804
64,4.6,3.36,1,0.933
65,1.25,3.89,1,0.71
66,4.73,4.73,1,0.83
67,4.58,3.17,1,0.699
68,4.58,0.24,1,0.989
69,4.44,1.92,1,0.849
70,1.48,2.43,1,0.95
71,2.42,3.01,1,0.693
72,3.93,2.63,1,0.942
73,1.85,4.95,1,0.979
74,3.78,1.09,1,0.871
75,2.76,2.82,1,0.875
76,1.84,3.39,1,0.73
77,4.59,0.94,1,0.825
78,4.44,3.39,1,0.807
79,4.92,2.78,1,0.857
80,1.54,1.42,1,0.877
81,4.04,1.0,1,0.658
82,1.61,3.45,1,0.712
83,1.38,2.3,1,0.757
84,4.34,4.73,1,0.813
85,3.77,0.01,1,0.875
86,0.01,2.22,1,0.849
87,1.46,4.51,1,0.783
88,1.89,0.12,1,0.957
89,0.24,1.28,1,0.774
90,4.3,1.67,1,0.96
91,1.28,0.37,1,0.772
92,4.38,1.61,1,0.657
93,2.82,1.5,1,0.765
94,2.81,2.24,1,0.713
95,4.69,0.19,1,0.695
96,0.5,1.88,1,0.961
97,4.54,3.21,1,0.81
98,0.01,3.24,1,0.951
99,0.09,2.67,1,0.765
100,3.46,0.24,1,0.932
101,0.28,3.26,1,0.68
102,4.64,4.44,1,0.644
103,2.76,1.97,1,0.815
104,4.68,4.61,1,0.83
105,1.85,3.87,1,0.692
106,2.37,1.39,1,0.869
107,0.94,3.29,1,0.771
108,3.99,4.98,1,0.715
109,3.85,4.44,1,0.893
110,4.3,0.03,1,0.78
111,4.16,2.04,1,0.93
112,3.45,0.26,1,0.88
113,1.81,1.11,1,0.96
114,3.6,4.66,1,0.733
115,2.61,0.81,1,0.961
116,0.14,3.22,1,0.666
117,4.01,4.43,1,0.884
118,2.11,0.03,1,0.903
119,0.71,0.4,1,0.801
120,0.53,0.16,1,0.639
121,0.78,3.43,1,0.638
122,0.96,4.02,1,0.911
123,3.44,4.96,1,0.798
124,0.7,4.24,1,0.828
125,4.92,0.28,1,0.39
126,4.11,0.82,1,0.706
127,4.69,4.26,1,0.676
128,4.38,3.57,1,0.738
129,2.59,3.34,1,0.84
130,3.2,1.98,1,0.735
131,0.55,3.34,1,0.768
132,4.32,1.77,1,0.816
133,4.53,3.53,1,0.857
134,3.45,0.79,1,0.833
135,4.55,0.74,1,0.918
136,3.25,2.86,1,0.808
137,3.35,4.37,1,0.769
138,3.19,2.21,1,0.915
139,0.56,4.86,1,0.72
140,4.6,2.58,1,0.685
141,0.7,4.14,1,0.825
142,3.08,1.2,1,0.836
143,4.17,1.05,1,0.706
144,1.84,2.73,1,0.284
145,1.44,3.46,1,0.927
146,0.02,2.58,1,0.297
147,0.64,0.91,1,0.873
148,3.02,0.77,1,0.915
149,3.86,1.49,1,0.716
150,2.07,0.09,1,0.794
151,3.78,3.57,1,0.91
152,3.3,2.2,1,0.929
153,0.72,3.61,1,0.978
154,0.39,0.83,1,0.778
155,3.07,4.11,1,0.788
156,0.92,3.49,1,0.858
157,1.07,3.08,1,0.658
158,3.69,1.06,1,0.811
159,4.08,3.73,1,0.939
160,2.47,1.63,1,0.971
161,2.65,3.39,1,0.761
162,0.49,0.97,1,0.891
163,2.83,0.5,1,0.846
164,1.01,4.84,1,0.834
165,1.16,4.73,1,0.732
166,1.55,3.2,1,0.671
167,2.7,2.88,1,0.917
168,0.81,3.46,1,0.816
169,1.01,3.43,1,0.958
170,4.95,2.63,1,0.947
171,0.23,3.85,1,0.872
172,3.95,2.15,1,0.731
173,2.35,1.75,1,0.635
174,0.22,2.65,1,0.781
175,4.36,0.95,1,0.752
176,1.9,4.79,1,0.894
177,3.39,4.82,1,0.907
178,2.52,4.94,1,0.988
179,3.93,0.75,1,0.937
180,0.06,3.72,1,0.67
181,3.95,4.39,1,0.228
182,4.04,1.89,1,0.809
183,0.03,3.69,1,0.951
184,4.82,4.35,1,0.867
185,4.51,2.25,1,0.906
186,2.08,0.34,1,0.664
187,0.55,4.08,1,0.828
188,3.3,2.34,1,0.979
189,4.79,1.92,1,0.633
190,2.66,1.96,1,0.657
191,4.31,3.51,1,0.932
192,0.1,1.52,1,0.923
193,1.29,1.43,1,0.808
194,0.46,1.95,1,0.88
195,2.8,0.95,1,0.979
196,1.56,4.59,1,0.653
197,4.56,1.97,1,0.786
198,1.07,3.59,1,0.645
199,0.79,2.23,1,0.986
200,0.48,1.39,1,0.865
201,4.65,2.43,1,0.933
202,4.58,4.89,1,0.668
203,2.01,4.24,1,0.841
204,4.2,3.1,1,0.762
205,3.18,0.78,1,0.633
206,4.76,4.46,1,0.972
207,1.21,2.83,1,0.652
208,2.45,4.48,1,0.832
209,3.65,0.55,1,0.318
210,1.39,2.57,1,0.71
211,4.52,2.94,1,0.806
212,3.77,3.03,1,0.903
213,0.53,2.4,1,0.916
214,3.03,1.06,1,0.983
215,0.83,3.95,1,0.887
216,2.24,2.15,1,0.917
217,3.46,3.96,1,0.973
218,3.76,4.13,1,0.946
219,4.64,3.31,1,0.762
220,1.6,2.45,1,0.837
221,1.6,0.87,1,0.219
222,2.81,0.88,1,0.823
223,4.95,3.38,1,0.93
224,0.91,3.1,1,0.685
225,0.08,1.17,1,0.782
226,4.9,4.36,1,0.762
227,1.28,0.99,1,0.883
228,4.53,1.92,1,0.824
229,2.44,4.15,1,0.787
230,1.14,1.2,1,0.844
231,4.23,0.79,1,0.678
232,0.02,4.2,1,0.321
233,1.29,4.25,1,0.916
234,0.56,4.06,1,0.893
235,0.83,4.08,1,0.648
236,2.96,0.98,1,0.731
237,3.73,0.43,1,0.77
238,4.84,0.77,1,0.694
239,1.82,1.15,1,0.392
240,2.61,0.12,1,0.645
241,1.07,0.59,1,0.983
242,3.04,4.4,1,0.978
243,0.81,0.48,1,0.784
244,2.42,0.33,1,0.657
245,0.93,2.21,1,0.89
246,0.64,0.48,1,0.931
247,4.89,4.1,1,0.821
248,0.21,2.17,1,0.744
249,2.64,4.36,1,0.803
250,0.72,1.69,1,0.835
251,1.45,4.15,1,0.404
252,2.32,4.5,1,0.65
253,0.39,3.32,1,0.928
254,0.98,1.67,1,0.931
255,0.99,3.37,1,0.89
256,3.76,2.18,1,0.872
257,1.19,1.0,1,0.908
258,3.59,4.56,1,0.831
259,0.61,3.1,1,0.637
260,1.02,2.64,1,0.974
261,0.35,3.97,1,0.953
262,0.23,4.49,1,0.858
263,4.62,2.16,1,0.844
264,5.0,2.38,1,0.813
265,0.07,2.84,1,0.635
266,2.22,4.42,1,0.883
267,3.94,0.01,1,0.92
268,1.02,3.38,1,0.858
269,0.88,0.33,1,0.963
270,1.11,0.82,1,0.806
271,3.06,2.5,1,0.827
272,0.51,4.13,1,0.756
273,1.94,2.41,1,0.632
274,0.4,2.25,1,0.778
275,3.08,3.22,1,0.721
276,3.36,2.71,1,0.87
277,4.54,2.61,1,0.723
278,2.71,2.44,1,0.952
279,0.32,0.78,1,0.702
280,2.59,2.19,1,0.933
281,2.76,4.42,1,0.726
282,1.33,4.01,1,0.745
283,1.35,3.66,1,0.911
284,3.97,2.05,1,0.839
285,0.95,0.42,1,0.75
286,4.69,2.73,1,0.669
287,2.15,0.51,1,0.334
288,4.56,3.53,1,0.989
289,0.57,2.84,1,0.852
290,1.34,4.68,1,0.809
291,1.86,4.38,1,0.637
292,3.12,4.38,1,0.654
293,2.21,3.09,1,0.79
294,1.27,2.01,1,0.882
295,3.24,0.98,1,0.907
296,1.19,3.28,1,0.659
297,1.15,1.61,1,0.695
298,0.16,1.8,1,0.758
299,3.5,4.56,1,0.724
300,3.97,2.79,1,0.639
301,4.13,2.09,1,0.84
302,4.74,3.71,1,0.705
303,0.58,4.19,1,0.84
304,3.34,0.76,1,0.861
305,4.95,1.01,1,0.643
306,3.04,4.31,1,0.679
307,4.89,3.43,1,0.868
308,4.37,1.31,1,0.989
309,1.76,3.61,1,0.727
310,1.25,4.81,1,0.882
311,0.13,2.76,1,0.842
312,1.55,2.49,1,0.673
313,0.24,3.0,1,0.853
314,3.07,0.85,1,0.918
315,4.04,1.54,1,0.814
316,0.06,3.68,1,0.963
317,1.93,0.35,1,0.96
318,2.38,1.76,1,0.662
319,1.11,3.09,1,0.661
320,2.17,4.74,1,0.714
321,2.05,3.88,1,0.845
322,1.33,2.54,1,0.961
323,3.58,2.6,1,0.703
324,2.6,1.27,1,0.796
325,0.5,3.44,1,0.638
326,1.08,4.43,1,0.635
327,4.09,2.15,1,0.755
328,3.85,3.64,1,0.747
329,2.11,3.89,1,0.634
330,3.88,0.24,1,0.788
331,1.47,3.26,1,0.778
332,2.68,2.23,1,0.831
333,3.01,4.34,1,0.92
334,0.65,4.99,1,0.765
335,0.43,2.64,1,0.741
336,0.51,3.04,1,0.912
337,2.96,0.93,1,0.848
338,1.09,2.72,1,0.841
339,4.17,2.36,1,0.867
340,2.92,2.24,1,0.945
341,0.74,3.42,1,0.918
342,1.75,1.05,1,0.832
343,4.2,1.38,1,0.807
344,1.78,1.33,1,0.98
345,2.99,4.55,1,0.723
346,1.94,0.39,1,0.73
347,3.66,3.55,1,0.673
348,1.13,3.74,1,0.875
349,4.37,3.41,1,0.81
350,2.17,1.52,1,0.93
351,3.76,3.99,1,0.773
352,2.85,2.48,1,0.722
353,3.4,2.59,1,0.652
354,2.3,4.82,1,0.74
355,3.18,1.49,1,0.656
356,4.68,2.36,1,0.724
357,3.12,3.55,1,0.967
358,4.03,1.33,1,0.815
359,2.21,4.2,1,0.756
360,4.45,3.11,1,0.821
361,0.09,2.69,1,0.843
362,3.24,1.1,1,0.774
363,1.76,2.4,1,0.896
364,4.18,3.3,1,0.877
365,2.81,2.65,1,0.695
366,3.17,2.79,1,0.972
367,3.4,0.29,1,0.986
368,0.52,4.51,1,0.631
369,2.54,0.2,1,0.95
370,2.75,3.68,1,0.924
371,0.19,0.76,1,0.81
372,3.99,3.2,1,0.788
373,4.02,4.81,1,0.778
374,0.44,1.57,1,0.335
375,0.86,1.4,1,0.967
376,1.46,4.67,1,0.834
377,2.74,0.82,1,0.902
378,2.18,4.36,1,0.851
379,4.89,0.34,1,0.728
380,4.5,3.27,1,0.862
381,1.74,3.87,1,0.78
382,4.58,0.19,1,0.884
383,3.49,0.31,1,0.714
384,4.76,3.79,1,0.965
385,3.48,3.75,1,0.942
386,2.4,4.65,1,0.95
387,1.63,1.21,1,0.642
388,1.32,2.25,1,0.959
