1,4.84,0.82,7.6
2,1.1,3.05,11.5
3,3.84,2.91,11.0
4,3.25,1.71,16.1
5,3.76,4.57,10.3
6,4.04,0.45,12.2
7,3.25,3.26,6.8
8,1.27,2.25,10.7
9,3.56,2.99,11.9
10,1.2,4.39,11.6
11,4.29,4.47,10.9
12,4.87,3.58,10.5
13,3.71,4.24,15.7
14,1.5,4.78,7.9
15,2.69,3.03,6.6
16,2.64,4.69,6.6
17,3.09,3.43,7.3
18,4.14,3.0,10.4
19,2.83,3.53,8.9
20,2.14,4.64,8.5
21,1.72,0.62,9.7
22,2.24,0.79,8.9
23,2.85,1.62,6.7
24,0.01,1.02,3.2
25,4.19,0.13,14.0
26,1.43,1.22,7.8
27,1.72,2.06,12.7
28,2.74,2.73,14.1
29,3.87,2.11,17.3
30,1.02,0.62,14.7
31,3.24,1.02,12.3
32,1.42,3.65,10.9
33,2.2,1.46,6.6
34,4.56,1.3,10.2
35,2.56,4.18,14.5
36,3.97,3.43,16.5
37,0.52,3.03,15.3
38,1.58,2.87,14.0
39,1.55,3.79,3.3
40,0.78,3.14,12.8
41,3.05,2.96,10.1
42,1.65,4.4,3.5
43,1.6,3.11,14.8
44,3.41,1.25,9.3
45,3.95,0.92,11.1
46,1.35,2.15,6.8
47,1.38,3.39,9.6
48,2.88,1.32,13.2
49,0.08,4.18,7.2
50,4.93,0.72,13.9
51,2.19,0.18,14.2
52,0.78,3.78,7.0
53,4.38,0.36,9.0
54,4.2,2.66,12.3
55,2.02,3.4,13.3
56,2.23,4.76,9.9
57,4.53,2.4,9.2
58,2.53,3.23,13.5
59,0.52,1.47,12.3
60,1.86,2.86,8.8
61,1.6,1.83,9.2
62,4.51,3.8,9.7
63,0.21,1.5,5.6
64,3.45,1.33,9.9
65,4.44,0.73,14.0
66,2.01,1.97,5.3
67,4.68,4.82,4.5
68,0.85,3.75,4.4
69,3.1,4.71,9.2
70,3.21,1.21,12.3
71,2.25,3.89,8.0
72,0.83,2.87,5.2
73,1.04,0.94,14.5
74,1.21,1.05,7.6
75,4.24,4.27,11.5
76,2.0,0.38,12.6
77,3.58,3.45,9.3
78,2.57,1.18,14.7
79,1.97,2.97,9.2
80,1.15,0.88,15.9
81,3.14,0.17,5.7
82,4.65,3.77,10.6
83,0.37,4.64,10.7
84,4.97,0.51,11.3
85,3.87,1.0,16.8
86,0.18,0.71,7.0
87,4.29,1.78,10.4
88,0.75,3.97,17.0
89,3.25,2.39,11.2
90,0.51,4.67,10.1
